ts,air_temp_c,air_rh_pct,air_co2_ppm,air_pm25_ugm3,air_tvoc,air_surface_temp_c,air_material_moisture,outdoor_temp_c,outdoor_rh_pct,dew_point_c,dew_margin_c,outdoor_dew_point_c,tod_sin,tod_cos,dow_sin,dow_cos,idx_mold_now,rh_mean_w,rh_std_w,rh_slope_w,temp_slope_w,dew_point_slope_w,dew_margin_slope_w,rh_time_above_70_w,dew_margin_time_below_0_w,air_rh_pct_t_minus_1,air_rh_pct_t_minus_5,dew_margin_c_t_minus_5,idx_mold_now_t_minus_5,target_idx_mold_h,scenario,episode_id
2026-02-27 12:00:00+00:00,22.1,44.800000000000004,580.0,7.0,156.0,21.6,0.07,10.0,78.60000000000001,9.539406264087239,12.060593735912763,5.7200000000000015,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,44.99694019471489,45.01020979020979,11.893522271527234,0.0,0.0,NORMAL,0
2026-02-27 12:01:00+00:00,21.700000000000003,47.300000000000004,611.0,6.0,168.0,21.400000000000002,0.08,9.8,75.8,9.985845909978146,11.414154090021857,4.96,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,44.800000000000004,45.01020979020979,11.893522271527234,0.0,0.0,NORMAL,0
2026-02-27 12:02:00+00:00,22.200000000000003,40.400000000000006,558.0,11.0,165.0,21.400000000000002,0.07,10.5,74.10000000000001,8.09785302355467,13.302146976445332,5.320000000000002,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,47.300000000000004,45.01020979020979,11.893522271527234,0.0,0.0,NORMAL,0
2026-02-27 12:03:00+00:00,22.200000000000003,42.0,643.0,9.0,173.0,21.8,0.08,9.600000000000001,77.9,8.671364479369803,13.128635520630198,5.180000000000002,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,40.400000000000006,45.01020979020979,11.893522271527234,0.0,0.0,NORMAL,0
2026-02-27 12:04:00+00:00,21.5,43.2,596.0,9.0,150.0,20.900000000000002,0.07,9.600000000000001,74.4,8.45636898216432,12.443631017835681,4.480000000000002,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,42.0,45.01020979020979,11.893522271527234,0.0,0.0,NORMAL,0
2026-02-27 12:05:00+00:00,21.700000000000003,47.900000000000006,609.0,10.0,156.0,21.200000000000003,0.08,11.5,75.10000000000001,10.174493552192635,11.025506447807368,6.520000000000001,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,43.2,44.800000000000004,12.060593735912763,0.0,0.0,NORMAL,0
2026-02-27 12:06:00+00:00,22.0,45.6,670.0,14.0,160.0,21.3,0.09,11.4,74.2,9.712497045300973,11.587502954699028,6.240000000000001,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,47.900000000000006,47.300000000000004,11.414154090021857,0.0,0.0,NORMAL,0
2026-02-27 12:07:00+00:00,21.900000000000002,46.5,645.0,5.0,153.0,21.5,0.08,10.600000000000001,77.30000000000001,9.913329344239735,11.586670655760265,6.060000000000004,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,45.6,40.400000000000006,13.302146976445332,0.0,0.0,NORMAL,0
2026-02-27 12:08:00+00:00,22.0,42.7,591.0,7.0,142.0,21.5,0.09,11.3,74.60000000000001,8.735750944200866,12.764249055799134,6.220000000000002,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,46.5,42.0,13.128635520630198,0.0,0.0,NORMAL,0
2026-02-27 12:09:00+00:00,21.8,42.800000000000004,582.0,7.0,143.0,21.200000000000003,0.06,12.0,75.0,8.58984815769026,12.610151842309742,7.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,42.7,43.2,12.443631017835681,0.0,0.0,NORMAL,0
2026-02-27 12:10:00+00:00,22.200000000000003,45.900000000000006,590.0,6.0,134.0,21.700000000000003,0.1,11.8,76.5,9.992412591263944,11.707587408736059,7.1000000000000005,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,42.800000000000004,47.900000000000006,11.025506447807368,0.0,0.0,NORMAL,0
2026-02-27 12:11:00+00:00,22.200000000000003,45.1,615.0,6.0,158.0,21.5,0.07,11.9,75.5,9.729725266727396,11.770274733272604,7.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,45.900000000000006,45.6,11.587502954699028,0.0,0.0,NORMAL,0
2026-02-27 12:12:00+00:00,22.0,46.1,597.0,7.0,148.0,21.400000000000002,0.1,12.5,74.5,9.875334304199987,11.524665695800016,7.4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,45.1,46.5,11.586670655760265,0.0,0.0,NORMAL,0
2026-02-27 12:13:00+00:00,22.3,44.6,588.0,6.0,137.0,21.6,0.09,11.700000000000001,76.10000000000001,9.654150806561223,11.945849193438779,6.920000000000003,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,44.99662632375189,2.018152246747259,-0.017121212121212148,-0.006818181818181797,-0.011950402322008412,0.0031625235341296203,0.0,0.0,46.1,42.7,12.764249055799134,0.0,0.0,NORMAL,0
